Sentiment,Tweets,Cleaned_Tweets,Word_Count,Character_Count
0,missing my twilight ppl. where r u at?? lol no rob talk for me today! ,missing twilight ppl r u lol rob talk today,9,43
1,Back from the baseball game. Trump owns RAW? I REALLY need to watch RAW to find out what happened. I feel so lost.  Had fun tonight ,back baseball game trump owns raw really need watch raw find happened feel lost fun tonight,16,91
0,tick tick tick tick......this is taking a long time ,tick tick tick tickthis taking long time,7,40
1,"So one celebrity crush that i forgot to mention last night as Geof from Ace of Cakes.  ... He's not really a celebrity, but he's on a show",one celebrity crush forgot mention last night geof ace cake really celebrity show,13,81
0,Had to cancel the treasure hunt part of my bday party bc of rain ,cancel treasure hunt part bday party bc rain,8,44
1,"@hugslenali you will honey, keep your head up and eyes open ",honey keep head eye open,5,24
1,@gerzMusicalDove haha  thankiies ,haha thankiies,2,14
1,Obrigado/Thanks 15.000 Followers Obrigado pelo carinho de todos ))) #BrunoSwell Visit my Blog  http://www.blogpop.com.br #BlogPop ,obrigadothanks 15000 follower obrigado pelo carinho de todos # brunoswell visit blog # blogpop,14,94
0,@ work again. god the days drag up here. 14 hours 2 go  **nikkimouse**,work god day drag 14 hour 2 go nikkimouse,9,41
1,@desih Yes princess I'm Jamaican no I don't do music videos...unless I'm the lead girl ,yes princess im jamaican dont music videosunless im lead girl,10,61
1,"Morning Tweeps, I'd like to write something interesting here, but I have to let you down ",morning tweeps id like write something interesting let,8,54
0,Hoping my honey gets to feeling better!  Poor baby gots a sore throat! ,hoping honey get feeling better poor baby gots sore throat,10,58
0,@Harriet_Corbett haha you gotta love it.  you ok hazzza? why the  ?,haha got ta love ok hazzza,6,26
1,Working on dis beautiful Monday in Bermuda ,working dis beautiful monday bermuda,5,36
1,"@ruthseeley probably. they're a pretty great operation. going to their website, tho, im sure ull be romanced by a few more varieties... ",probably theyre pretty great operation going website tho im sure ull romanced variety,13,85
1,Remember blessings come from above mark sure ur in the right spot to receive them! ,remember blessing come mark sure ur right spot receive,9,54
0,@cupcake4sure Yeah! Mini-class reunion!  But I'm going to miss Clara by a few hours ,yeah miniclass reunion im going miss clara hour,8,47
0,is all packed and ready 2 go home  xxx,packed ready 2 go home xxx,6,26
1,@shannon_anicas jejejeje.. Yeah they are awesome.  Thank you hope u have an awesome day too ,jejejeje yeah awesome thank hope u awesome day,8,46
0,watching secret life by myself. yay ,watching secret life yay,4,24
1,i really wanna go to australia and england. ,really wan na go australia england,6,34
1,is darker thn she was 4 days ago  And is wondering wether to tell Oliver..,darker thn wa 4 day ago wondering wether tell oliver,10,52
1,"@EvoOba  I can imagine that  I'm doing good, thx.",imagine im good thx,4,19
0,WORK! so slow tonight. so tired &amp; not feeling well ,work slow tonight tired amp feeling well,7,40
1,@itanex tru... but tomorrow im going to it with ladies... ,tru tomorrow im going lady,5,26
1,"@coachyasmin no, i dont have one. I just do it by myself. Haha! ",dont one haha,3,13
1,@Logos I like it. ,like,1,4
1,Hangin out at home. Bored.. Trying to figure out what im going to do today. ,hangin home bored trying figure im going today,8,46
0,4 Days until Graduation at Carolina ,4 day graduation carolina,4,25
0,"@gonzo3000 I've been wondering where the big one went. I can't find it anywhere, maybe I lent it out again? And the little one broke ",ive wondering big one went cant find anywhere maybe lent little one broke,13,73
1,@watsoncomedian I wish I'd known earlier that you had a twitter! One of the most underrated comedians around ,wish id known earlier twitter one underrated comedian around,9,60
1,Waiting for a disc to burn me some racing and driving music.  Feeling clean. A roommate must have cleaned the shower. ,waiting disc burn racing driving music feeling clean roommate must cleaned shower,12,81
1,"I really really really wish that more fanfic chapers would be released. Oh, and I also wish for the legal system to collapse. ",really really really wish fanfic chapers would released oh also wish legal system collapse,14,90
1,@greatcaffeine thanks ,thanks,1,6
0,Preparing a lesson for tomorrow.  I'm sick and we have a lot to do today.  ,preparing lesson tomorrow im sick lot today,7,43
1,@Arti_SODMG yur welcome !! ,yur welcome,2,11
0,At EASY  ;).. Ready to go nite nite...,easy ready go nite nite,5,23
0,@GraceDePol ahhh cool ... and the wrost part i might have to go out again soon !  x,ahhh cool wrost part might go soon x,8,36
0,"@RuthieHammond Just set the sky+, looking fwd to watching Eric. Oasis shud be good but it's looking like a long old day in the rain ",set sky looking fwd watching eric oasis shud good looking like long old day rain,15,80
0,Can't believe it broke ,cant believe broke,3,18
0,I'm currently being spammed... ,im currently spammed,3,20
0,Uuh ooh.. I got cough!! Damn! That means more medicine.. Aaarrgghhhh... What's the best cough med tweeps?what do u recommend? ,uuh ooh got cough damn mean medicine aaarrgghhhh whats best cough med tweepswhat u recommend,15,92
0,ahhhh.... facebook bugs me sometimes... ,ahhhh facebook bug sometimes,4,28
1,@Frenz4Life ThankS! : Have a great weekend! BlessingS! ,thanks great weekend blessing,4,29
0,"thank God its friday again,. but it means monday is near as well,. ",thank god friday mean monday near well,7,38
0,why when im drunk do i end up wearing a certain boys shirt to sleep in ,im drunk end wearing certain boy shirt sleep,8,44
1,YES! The TCA site FINALLY let me register and vote ... hehehehe ,yes tca site finally let register vote hehehehe,8,47
0,@paigetheshiz Arrrrh I get you *Also taps nose all knowing like* Oh poor Sarah she's so nice and she likes stuff!  Oh I decided at work..,arrrrh get also tap nose knowing like oh poor sarah shes nice like stuff oh decided work,17,88
0,@rose_janice probably a few weeks ,probably week,2,13
0,"I wish I had some kind of bond with my dad!  Hes just the provider for the family, no emotional support for me ",wish kind bond dad provider family emotional support,8,52
1,eat eat eat. ,eat eat eat,3,11
0,don't wanna go back to work tomorrow. My early summer vacay is over ,dont wan na go back work tomorrow early summer vacay,10,52
0,Jury duty ,jury duty,2,9
0,@danieller00lz i would but nvm ,would nvm,2,9
1,"@organdonor4life Hey there what's happening, shit why you still awake? what did ya miss me? lol ",hey whats happening shit still awake ya miss lol,9,48
0,Back to work day  am I too young to just to ahead and retire?,back work day young ahead retire,6,32
0,is in need of a massage.. my neck feels so sourish sore! ,need massage neck feel sourish sore,6,35
0,"@EastCoastSteff Ooooh, ouch! Hope yer ok.  Who played? Black Spot? Shane Mackie's band? They're great; did my old band's t shirts. ",ooooh ouch hope yer ok played black spot shane mackies band theyre great old band shirt,16,87
0,is wanting to go out but can't right now. sucks being sick  also sucks not having any1 my age to hang out with in this city...,wanting go cant right suck sick also suck any1 age hang city,12,60
0,WTF where's my radio plugin for my phone!??! ,wtf wheres radio plugin phone,5,29
1,"@iBENN_COCKY awww my bay learninnn!!!   first twitpic, now retwits.. LMAO",awww bay learninnn first twitpic retwits lmao,7,45
0,annoyed with the net! bandwidth exploded so now everything is slower than a snail with legs. ,annoyed net bandwidth exploded everything slower snail leg,8,58
1,jumped the car and its all good... hope it doesnt happen again :/ heading home now soo gonna ffall asleepp when i hit my pillow ,jumped car good hope doesnt happen heading home soo gon na ffall asleepp hit pillow,15,83
0,"In da car and I can see POLLEN everywhere,  now dis is very disturbin for a hayfever suferrer! ",da car see pollen everywhere dis disturbin hayfever suferrer,9,60
1,"@Evelyn_Klotz lol Don't worry about, my pillow eating ways are none of your damn business ",lol dont worry pillow eating way none damn business,9,51
1,....tomorrow is the big day....even got the nails did  &lt;3....,tomorrow big dayeven got nail lt3,6,33
1,@SoulPainter they are now on my list!!! ,list,1,4
1,"Well, it turns out I totally kicked ass on that last chapter test! ",well turn totally kicked last chapter test,7,42
1,"@alisonxxx well not alone, watching it w the sister + cause it has one of my loves from house lul so ill be jizzing in the brain. so nahh ",well alone watching w sister cause ha one love house lul ill jizzing brain nahh,15,79
1,@alexantra guess who  testing this thing out (only thing not blocked at work yet!) miss u! hope you're having a top time in nyc xxx,guess testing thing thing blocked work yet miss u hope youre top time nyc xxx,15,77
1,"is going out to get a pedicure, and some lunch ",going get pedicure lunch,4,24
1,@NotesFromAbhi No wonder why the word 'Polyemailism' (I just learnt) is getting so popular ,wonder word polyemailism learnt getting popular,6,47
0,omfg why am I working right now? ,omfg working right,3,18
0,@mileycyrus where are you lady? I'm jealous! Atl has a lot of t-storms but not tonight ,lady im jealous atl ha lot tstorms tonight,8,42
0,"No matter how hard I try, I just cannot get past the grammar!!! I suck at it! I just plain suck suck suck suck suck.   I'm so sad.",matter hard try get past grammar suck plain suck suck suck suck suck im sad,15,75
0,@amandaisaturd it's my day off too   ,day,1,3
0,@seriouslynikki nooooooooooooooooooooooo  lame-status. I wish you could! but youll have fun at the grad performance,nooooooooooooooooooooooo lamestatus wish could youll fun grad performance,8,73
0,worked 12-10.30 today NO FUN booo tired and aching limbed  x,worked 121030 today fun booo tired aching limbed x,9,50
1,Eating cereal ,eating cereal,2,13
1,@FPConservatory what a great idea!!  How fun for kids to experience!,great idea fun kid experience,5,29
1,_designprincess that's awesome! ,_designprincess thats awesome,3,29
0,has nothin to wear  FML,ha nothin wear fml,4,18
0,dont.. im just so stressed atm and yeh ,dont im stressed atm yeh,5,24
0,It's SO hot! Next week I'm staying in a unit with no electricity. Oh how I'll miss my fan. ,hot next week im staying unit electricity oh ill miss fan,11,57
0,Sitting at the house. Broke. Can't even afford a trip to Dick and Jane's.  Sadness. Going to read. #squarespace #trackle,sitting house broke cant even afford trip dick janes sadness going read # squarespace # trackle,16,95
1,"@elleskitchen Don't worry, summer begins in one week ",dont worry summer begin one week,6,32
0,@olafsearson I too am watching Wossy - although not in HD  I love Rob Webb doing Flashdance - v funny lol! xx,watching wossy although hd love rob webb flashdance v funny lol xx,12,66
0,"waitin for my momm shee needs to hurry im gettin hot ,,  and im bout to eat all thiss freakkinq foooooood lols",waitin momm shee need hurry im gettin hot im bout eat thiss freakkinq foooooood lols,15,84
0,Bollo*ks. No egg fried rice for Melody. Guess it's going to have to be those revolting fake noodles in a pot ,bolloks egg fried rice melody guess going revolting fake noodle pot,11,67
1,@Rebekah_McFly awwwh thanks  i'll make sure i'll tell her tonight on the phone x,thanks ill make sure ill tell tonight phone x,9,45
1,I LOVE the sunshine!!!! and i'm going to BASK in it at the park with my chihuahua today!! and i'm in a movie tuesday!! life is sooo sweet ,love sunshine im going bask park chihuahua today im movie tuesday life sooo sweet,14,81
1,Getting ready to watch the Penguins sweep the Flyer! The race-to-four ,getting ready watch penguin sweep flyer racetofour,7,50
